ID,FirstName,LastName,Age,Alumni,MarriedToAlum,StudentOrg,Volunteer,Affiliations,EventCount,AvgGivingLast5Yrs,MajorGiftProspect,GiftCount,CapacityValue
902576,Amirah,Reid,40,1,1,1,0,2,0,9329,0,15,31814
924866,Felipe,Nixon,46,1,0,1,0,0,1,833,0,2,767
933723,Alannah,Zamora,65,1,1,0,0,0,0,733,0,21,34116
947650,Desiree,Mckinney,75,1,0,0,0,1,0,216,0,75,27998
980811,Marquis,Hooper,55,1,0,2,0,1,0,189,0,29,19887
984422,Jenna,Oneill,74,1,0,0,2,2,5,1233,0,58,40910
992833,Adam,Snyder,47,0,0,0,0,0,0,1663,0,6,16405
1021470,Devin,Schneider,59,1,0,0,0,1,1,2462,0,21,34617
1022451,Greyson,Chen,77,1,0,0,0,1,2,626,0,91,27703
1045169,Ford,Hansen,67,0,0,0,0,2,3,5451,1,30,48565
1045776,Saoirse,Mcdonald,71,1,0,0,0,1,0,91,0,30,46597
1099582,Jad,Fletcher,54,1,0,0,0,0,0,113,0,14,11834
1124208,Derek,Peterson,61,1,0,0,0,1,0,196,0,13,44250
1139306,Quincy,Santana,53,1,0,0,0,1,0,125,0,10,12512
1150545,Hazel,Hutchinson,77,1,0,0,0,0,0,174,0,29,604
1170316,Lennox,Montoya,73,1,0,0,0,0,0,76,0,15,36847
1191471,Lennon,Morgan,48,1,0,0,0,0,0,533,0,28,24040
1203365,Cesar,Franco,56,1,0,0,0,1,5,151,0,27,3264
1242149,Baylee,Turner,66,1,0,0,0,1,0,747,0,31,12248
1256159,Tatiana,Meza,62,1,0,1,0,0,1,85,0,3,45194
1302630,Turner,Ross,48,1,0,0,0,1,0,150,0,8,18821
1344801,Kye,Bruce,56,1,0,2,0,0,0,187,0,21,17227
1346032,Kendra,Juarez,53,1,0,0,2,4,8,8141,1,233,41375
1357503,David,Brewer,49,1,0,0,0,2,2,16788,1,97,33799
1402559,Hallie,Bradford,51,1,1,0,0,5,1,15061,1,73,244190
1412605,Kehlani,Cantu,44,1,1,1,0,2,0,2454,0,33,9040
1474328,Lauren,Kline,56,1,0,4,0,0,0,882,0,41,42845
1474332,Braydon,Trevino,51,1,0,0,0,0,0,205,0,17,11649
1545633,Noah,Sloan,63,0,0,0,0,1,0,2847,0,6,184071
1574174,Madalyn,Cervantes,63,1,1,2,0,1,1,229,0,51,22139
1593192,Tanner,Duarte,34,1,1,0,0,1,0,675,0,7,11026
1594894,Braeden,Bolton,67,1,0,0,0,0,0,829,0,49,29929
1599348,Madeleine,Avila,62,1,1,0,0,1,0,492,0,144,43018
1633999,Noelle,Jimenez,71,1,1,0,0,0,0,317,0,72,34198
1655463,Travis,Grant,52,1,1,1,0,0,0,393,0,54,17427
1661375,Eugene,Poole,72,1,1,1,0,3,0,10394,1,69,121969
1664199,Zechariah,Mccullough,45,1,0,0,1,4,5,8235,1,33,162319
1670184,Atlas,Herrera,55,1,0,0,0,1,0,338,0,29,7165
1708009,Zoe,Mann,34,1,1,0,0,0,7,579,0,16,11487
1709293,Gemma,Travis,65,1,0,0,0,0,0,228,0,30,32790
1728543,Azariah,Acosta,72,1,1,1,0,1,1,891,0,76,38194
1820431,Whitney,Anthony,49,1,1,1,0,0,0,176,0,27,7210
1835300,Ricardo,Rosales,63,0,0,0,0,0,2,179,0,8,22133
1857896,Lylah,Haynes,65,1,0,0,0,0,0,103,0,33,26155
1865889,Aadhya,Larson,64,1,0,0,0,0,0,132,0,22,38255
1940068,Jacob,Gay,67,0,0,0,0,1,0,115,0,26,450
1963264,Hector,Parrish,35,1,0,3,0,1,2,357,0,4,478
2015290,Amira,Fernandez,55,1,0,0,0,1,0,124,0,26,12447
2044363,Imani,Pruitt,78,0,0,0,0,3,24,3590,1,26,5325
2056851,Mauricio,Gordon,30,1,1,1,0,1,0,2318,0,34,12106
2079817,Emmeline,Diaz,64,0,0,0,0,0,0,73,0,10,7082
2102779,Katalina,Yang,61,1,0,1,0,0,0,108,0,15,27288
2155548,Alistair,Mccarthy,57,0,0,0,0,0,2,552,0,5,6401
2177595,Kamryn,Bartlett,61,1,0,0,0,4,14,13563,1,60,40173
2187936,Alyvia,Leonard,75,1,1,0,0,4,7,7828,1,91,230284
2207661,Odin,Larsen,52,1,1,2,0,1,0,271,0,29,19352
2214562,Malia,Branch,58,1,0,2,0,1,6,643,0,50,28285
2214640,Joel,Hurley,35,1,0,0,0,1,0,1082,0,7,20675
2277981,Ben,Lowery,45,0,0,0,0,1,2,1338,0,38,2018
2340569,Colt,Joyce,61,1,1,0,0,1,1,934,0,55,34245
2350332,Adriel,Dyer,64,1,0,0,0,0,0,108,0,16,36753
2374014,Emmie,Pugh,53,1,1,0,0,0,0,176,0,8,5135
2426151,Ally,Villegas,51,1,1,2,0,1,1,245,0,21,33649
2432881,Tessa,Sanders,50,1,0,0,0,1,2,2286,0,40,19201
2459111,Deacon,Joseph,44,1,0,1,0,1,0,189,0,5,19953
2500340,Brooklynn,Ponce,62,1,0,1,0,2,0,258,0,25,38425
2519628,Remi,Lawson,52,1,0,0,0,0,0,181,0,25,11221
2522752,Baylee,Oconnor,74,1,1,0,0,4,3,29621,1,46,58821
2542669,Colin,Little,97,1,0,2,0,0,0,76,0,19,29162
2635822,Winston,Wyatt,63,1,1,2,0,1,0,813,0,75,11642
2645846,Beckett,Stephens,90,1,0,0,0,2,0,1920,0,43,39498
2655013,Robert,Foley,48,1,1,3,0,0,0,727,0,42,20333
2659547,Melina,Mckay,35,1,0,2,0,0,0,3569,0,2,1044
2676311,Alvin,Bass,66,1,0,0,0,0,0,99,0,20,9643
2740485,Solomon,Garcia,92,1,0,0,0,0,0,89,0,16,30452
2836986,Eliza,Cabrera,45,0,0,0,0,0,0,300,0,11,19506
2846390,Braylon,Good,73,1,0,0,0,0,0,93,0,12,8304
2859984,Edgar,Vargas,71,1,0,0,0,0,0,463,0,20,49480
2867556,Hudson,Stein,58,0,0,0,0,0,0,83,0,8,4064
2897825,Jayleen,Hatfield,76,1,0,0,1,0,3,487,0,16,32147
2964801,Hanna,Thomas,71,0,0,0,0,0,0,105,0,4,20873
2969527,Emerie,Foley,46,1,1,0,0,3,5,21319,1,61,43491
3042787,Leighton,Long,77,1,0,0,0,1,0,490,0,13,32114
3058683,Giselle,Grant,70,1,1,0,0,0,0,163,0,37,33473
3083725,Drew,Medina,68,1,0,0,0,1,4,73,0,24,32637
3112841,Bridget,Hubbard,44,1,1,0,0,2,0,3915,0,36,178538
3120601,Emery,Greer,36,1,1,5,0,1,0,581,0,21,15900
3121383,Alexandra,Villa,73,1,0,0,0,0,0,62,0,4,29112
3177982,Denver,Hahn,39,1,0,2,0,1,0,461,0,19,16297
3203569,Dakota,Schmitt,68,1,0,0,0,0,0,145,0,24,13411
3242972,Azalea,Choi,67,1,1,0,0,0,0,129,0,38,46055
3253355,Callum,Mayer,74,1,0,0,0,0,0,109,0,7,41532
3256398,Bexley,Stevenson,33,1,1,0,0,1,0,1150,0,2,8314
3266133,Kennedi,Wilson,49,1,0,0,0,1,0,202,0,17,329
3281304,Noor,Holt,65,1,0,0,0,0,0,457,0,36,44080
3281917,Vaughn,Reese,54,1,0,0,0,4,1,9798,1,35,32701
3309263,Kyree,Burgess,61,1,0,0,0,0,0,149,0,10,45475
3351146,Keyla,Oneill,84,1,0,0,0,1,1,674,0,189,36099
3374027,Byron,Lucero,82,1,0,0,0,1,0,152,0,40,30158
3441666,Kareem,Dalton,84,1,0,1,0,1,0,146,0,47,5044
3469179,Rodrigo,Calhoun,67,1,0,0,0,1,0,313,0,37,47649
3502448,Elliana,Heath,54,1,0,2,0,1,2,334,0,40,19865
3503935,Pedro,Monroe,69,0,0,0,0,0,0,193,0,12,17050
3530549,Darian,Kaufman,52,0,0,0,0,0,0,688,0,17,3666
3563132,Gianna,Maynard,33,1,1,0,0,1,1,11493,0,21,4180
3585683,Luke,Butler,64,1,0,2,0,3,2,5776,1,65,59349
3648284,Noor,Hahn,47,1,1,2,1,1,0,1918,0,58,24089
3657005,Zara,Krause,84,1,0,0,0,0,0,54,0,25,10209
3696286,Lilianna,Pittman,38,1,1,0,0,0,0,250,0,1,16918
3718183,Vicente,Henry,62,1,1,0,0,3,1,4060,1,106,27076
3723245,Calvin,Gomez,77,1,0,0,0,1,0,545,0,85,43571
3725878,Oliver,Madden,52,1,0,4,0,0,0,1940,0,33,36976
3729118,Josie,Ochoa,59,1,0,0,0,1,0,870,0,44,28608
3730801,Madden,Velez,63,1,0,0,0,0,1,72,0,10,34651
3776829,Tripp,Lozano,70,1,1,0,0,0,0,296,0,87,25161
3822303,Rosa,Lane,35,1,0,0,0,0,0,1393,0,7,6195
3829521,Alondra,Bates,89,0,0,0,0,0,0,717,0,229,10365
3893917,Anniston,Horne,67,1,0,0,0,1,0,356,0,60,28068
3903133,Jace,Mclaughlin,50,1,0,0,0,1,0,156,0,12,10561
3964711,Aiyana,Turner,37,1,0,0,0,1,0,322,0,7,18412
3967695,Merrick,Todd,61,1,0,1,0,4,2,4747,1,77,38931
4021164,Tabitha,Galloway,50,1,0,0,0,1,0,136,0,1,16059
4034937,Reece,Reed,39,1,1,3,0,2,0,2599,0,22,24817
4053960,Alexa,Sampson,46,1,0,0,0,0,0,503,0,10,17891
4064470,Fatima,Kaiser,49,1,1,1,0,0,0,186,0,32,3432
4073031,Leonardo,Harrell,64,1,0,1,0,0,0,76,0,34,7814
4118323,Maisie,Tran,88,1,0,0,0,0,0,208,0,47,11068
4130466,Matthew,Ware,59,1,0,4,0,2,11,1525,0,30,44797
4135084,Aisha,Huang,69,0,0,0,0,0,0,508,0,7,1276
4141288,Josue,Young,41,1,0,1,0,1,0,300,0,14,20264
4218782,Emmet,Watson,72,1,0,0,0,1,0,327,0,22,1714
4238407,Lawrence,Gallegos,59,1,1,0,0,3,2,2151,0,35,46148
4261312,Kate,Jordan,69,1,0,1,0,2,0,1023,0,38,36339
4264055,Dominik,Moody,65,0,0,0,1,1,0,568,0,29,22190
4336359,Colby,Brown,56,1,1,0,0,0,0,181,0,63,34029
4339184,Angelica,Hogan,67,1,0,1,0,1,0,503,0,55,25327
4383671,Braeden,Herrera,51,0,0,0,0,0,0,146,0,4,5386
4387281,Daxton,Kirk,53,1,1,0,0,1,0,635,0,25,9700
4456240,Noor,Paul,69,1,0,0,0,0,0,95,0,26,7310
4457211,Magnus,Neal,65,1,0,0,0,1,0,130,0,14,45992
4475708,Gary,Pierce,57,1,0,0,0,1,0,697,0,61,8277
4507022,Kiara,Cuevas,44,1,0,1,0,1,0,819,0,13,13182
4538644,Kyleigh,Bauer,54,1,0,1,0,0,1,293,0,7,29917
4542908,Alicia,Lowery,49,0,0,0,0,1,0,123,0,11,17424
4632459,Edward,Fletcher,78,1,0,0,0,0,0,111,0,30,26200
4656823,Jordan,Hurst,69,1,0,0,0,0,0,67,0,11,167
4665895,Will,Foster,42,1,0,1,0,0,0,232,0,3,23809
4667553,Ryland,Serrano,46,1,1,0,0,3,1,16181,1,21,39628
4681626,Tabitha,Grimes,62,1,0,1,0,0,0,1048,0,5,26843
4699779,Rene,Bradford,54,1,0,0,0,1,5,425,0,41,33223
4711197,Josue,Williams,40,1,0,0,0,0,0,552,0,14,3653
4717172,Emerie,Curtis,81,1,1,3,0,3,3,2354,0,33,1809
4722663,Anabella,Skinner,78,1,1,0,0,1,0,132,0,29,28053
4726511,Karlie,Rowland,50,1,1,0,0,0,0,339,0,34,19425
4731523,Karsyn,Leblanc,68,1,1,1,0,1,7,688,0,33,43458
4745016,Owen,Andrews,77,1,0,0,0,0,1,384,0,45,47518
4766666,Farrah,Hensley,64,1,0,1,0,1,1,161,0,31,41161
4796235,Hamza,Marks,63,1,1,0,0,0,0,129,0,31,18064
4822763,Theodore,Wood,63,0,0,0,0,0,0,986,0,16,13254
4831756,Brodie,Cervantes,63,1,0,0,0,2,2,193,0,40,6659
4844240,Maylee,Weeks,48,1,0,0,0,1,1,200,0,11,12633
4852932,Nasir,Burns,74,1,0,2,0,0,0,104,0,18,21035
4880651,Paislee,Harvey,56,0,0,0,0,1,0,1424,0,19,13388
4888337,Selena,Conrad,39,1,1,1,0,1,0,489,0,30,10486
4893119,Blair,Blevins,83,1,1,0,0,1,1,561,0,31,9441
4994322,Presley,Lucas,60,1,0,0,0,1,4,288,0,39,26511
5114892,Luciano,Church,42,1,0,1,0,3,6,714,0,6,45042
5150429,Dylan,Andrade,78,1,0,1,0,1,0,508,0,84,31545
5155319,Remington,Lloyd,48,1,0,0,0,0,0,269,0,26,19248
5182785,Kalel,Archer,66,1,0,1,0,0,0,66,0,20,27415
5265175,Elliott,Salinas,56,1,1,0,0,4,7,49290,1,71,166494
5394618,Charlie,Mays,47,0,0,0,0,0,0,132,0,1,22465
5395641,Caroline,Jacobs,50,1,0,0,0,4,9,3865,0,70,28347
5427288,Daleyza,Gay,46,1,0,0,0,1,0,1965,0,50,30858
5445420,Rayne,Norris,64,1,0,0,0,0,0,72,0,12,40185
5479535,Allan,Knox,37,1,1,1,0,2,0,278,0,6,23142
5504008,Layne,Weeks,35,1,0,0,0,1,0,2171,0,26,4201
5541283,Jefferson,Holder,42,1,0,0,0,1,1,251,0,16,22998
5554978,Elora,Ponce,32,1,1,0,0,1,0,920,0,17,11280
5560900,Carolyn,Knox,58,1,0,0,0,0,0,237,0,29,1349
5623233,Adalyn,Parks,35,1,1,0,0,1,0,397,0,12,23365
5762580,Tori,Day,32,1,0,0,0,2,0,4956,0,11,18166
5832662,Elena,Farley,68,0,0,0,0,3,15,4681,1,187,47986
5916572,Carson,Crawford,37,1,1,0,0,0,2,325,0,8,8418
5926258,Alessandra,Beltran,43,1,0,1,0,1,0,171,0,5,14126
5939171,Liam,Crane,81,0,0,0,0,0,0,101,0,32,7761
5950818,Brady,Norman,42,1,0,0,0,5,1,27575,1,86,27474
6035144,Matilda,Raymond,80,1,1,0,0,0,0,62,0,28,9149
6040596,Hakeem,Neal,69,1,0,0,0,1,0,180,0,29,45476
6131169,Alayna,Ewing,40,1,0,0,0,1,3,404,0,22,10818
6136353,Cali,Beasley,53,1,0,1,1,1,3,344,0,19,12856
6145501,Jayson,Dixon,63,1,0,0,0,0,1,254,0,44,37247
6168626,Jair,Bullock,84,1,1,1,0,1,0,171,0,59,21661
6194177,Felipe,Hopkins,46,1,0,0,0,0,0,207,0,20,11088
6203363,Crew,Mckinney,44,1,1,0,0,0,0,227,0,6,8578
6204649,Ainsley,Duarte,35,1,0,4,0,0,0,1286,0,59,11819
6211596,Autumn,Foster,60,1,1,0,1,2,5,4477,1,93,34746
6282635,Cedric,Francis,73,1,0,1,0,2,0,1203,0,69,46109
6323834,Kaylee,Smith,31,1,1,0,0,1,0,1508,0,29,12955
6333608,Jaycee,Spence,61,1,0,0,0,0,0,76,0,1,27765
6337048,Delaney,Cowan,50,1,0,0,0,0,0,1629,0,49,2873
6356585,Alan,Dougherty,44,1,1,1,0,0,1,281,0,10,2484
6524619,Alec,Joyce,69,1,0,0,0,0,0,207,0,27,36534
6524719,Harleigh,Roberts,65,1,1,0,0,1,0,336,0,61,34635
6528177,Tatiana,Shannon,72,1,0,1,0,1,0,538,0,50,45688
6547377,Raina,Holloway,57,1,0,0,1,1,1,212,0,18,41739
6548516,Ismael,Hutchinson,85,0,0,0,0,0,0,195,0,44,12067
6548908,Harley,Trujillo,46,1,1,0,0,1,0,517,0,30,49941
6599346,Colin,Delgado,49,1,1,0,0,0,0,181,0,21,12693
6660598,Leo,Peck,68,1,0,0,0,2,0,3489,1,30,36606
6689413,Bryson,Golden,66,1,0,0,0,0,1,138,0,7,42632
6700499,Chance,Savage,60,1,0,1,0,0,0,186,0,83,18337
6705844,Marcelo,Mathis,59,1,0,0,0,1,6,102,0,16,20235
6717604,Clay,Sutton,55,1,0,1,0,0,0,372,0,11,3544
6740536,Skye,Silva,52,1,0,3,0,0,0,130,0,6,13784
6741325,Ophelia,Butler,46,1,0,0,0,1,0,256,0,25,14972
6742350,Noel,Michael,58,1,1,1,0,1,0,235,0,43,32459
6751717,Elian,Ingram,69,1,0,0,0,2,0,1743,0,136,33024
6754730,Mason,Lyons,53,1,0,0,0,1,0,126,0,9,19828
6757351,Daleyza,Mcmillan,67,1,0,0,0,0,0,97,0,3,3558
6760448,Celeste,Turner,61,1,1,0,0,0,0,78,0,17,43296
6780982,Salvatore,Bailey,33,1,0,1,0,2,0,2070,0,6,6976
6800218,Aubrie,Shea,51,1,1,0,0,0,0,114,0,19,4309
6808005,Maisie,Lindsey,59,1,1,6,0,0,0,109,0,25,39361
6878153,Bianca,Sosa,61,1,0,1,0,1,3,102,0,17,7428
6882846,Skyla,Bates,57,1,0,0,0,0,0,294,0,13,31663
6883262,Arian,Forbes,51,1,1,0,0,0,0,430,0,8,12720
6927133,Amaya,Hernandez,81,1,0,0,0,1,1,801,0,87,41861
6944317,Aileen,Novak,69,1,0,0,0,0,0,1426,0,19,34436
6962610,Karson,Doyle,62,0,0,0,0,1,0,208,0,12,11059
6983300,Adonis,Beard,74,1,0,0,0,0,0,167,0,21,46413
6985625,Valentin,Rubio,68,1,0,1,0,0,0,260,0,70,20676
7008095,Jett,Preston,45,0,0,0,0,0,1,815,0,25,23648
7024809,Madelyn,Jordan,54,1,0,0,0,0,3,144,0,11,13027
7048812,Hailee,Schroeder,46,1,1,0,0,0,0,389,0,7,14793
7075413,Maurice,Garrett,47,1,0,0,0,2,0,3472,0,47,36111
7079091,Muhammad,Frye,60,1,1,0,0,1,0,313,0,79,1471
7098048,Hayden,James,74,1,0,0,0,2,2,213,0,48,20238
7181985,Amber,Mullen,54,1,1,0,0,0,0,130,0,21,397
7182580,Madyson,Hendrix,64,1,0,2,0,1,0,413,0,70,13334
7187508,Aspen,Chandler,73,1,1,0,0,1,0,1113,0,15,44582
7202754,Kennedy,Lynch,87,1,0,1,0,1,0,237,0,50,2372
7253518,Duke,Watson,51,1,0,0,0,1,0,214,0,35,15323
7266660,Luis,Sexton,52,1,1,0,0,3,4,5074,0,57,32699
7283838,Bode,Le,58,1,0,1,0,0,0,140,0,15,5787
7312261,Kiera,Lamb,33,1,1,0,0,1,1,1266,0,9,505
7358850,Pearl,Middleton,61,1,1,0,0,3,3,2402,0,70,29383
7382886,Corinne,Drake,60,0,0,0,0,0,0,102,0,3,12858
7393449,Rocky,Hunt,61,1,0,0,0,0,1,570,0,9,45710
7427499,Amelie,Garcia,59,1,0,0,0,1,0,248,0,26,45393
7461724,Jimena,Blanchard,65,1,1,0,0,1,0,351,0,71,39494
7538783,Sophie,Hunt,49,1,1,0,0,1,0,2131,0,83,21857
7580547,Mariana,Downs,59,1,0,0,1,1,1,269,0,49,21829
7627173,Sam,Valencia,66,1,0,0,0,0,0,703,0,58,2686
7646004,Analia,Landry,72,1,0,0,0,0,0,193,0,27,28383
7653627,Chana,Coffey,69,1,0,0,0,0,1,78,0,11,44936
7695309,Janessa,Arroyo,37,1,0,1,0,0,0,389,0,5,24238
7714174,Emilie,Li,79,1,0,0,0,0,0,99,0,25,22760
7732321,Quinn,Steele,57,1,1,0,0,0,0,86,0,2,2368
7759735,Felipe,Alexander,52,1,0,1,0,0,0,210,0,17,8106
7800693,Sergio,Banks,87,1,0,0,0,0,0,44,0,32,39385
7893571,Mara,Barrett,47,0,0,0,1,0,0,1123,0,86,6815
7906651,Braylee,Higgins,30,1,0,0,0,1,0,2225,0,4,22354
7957229,Lennon,Santana,85,1,0,0,1,1,0,227,0,55,28797
8036201,Jaylynn,Harding,43,1,1,1,0,1,0,648,0,21,5691
8213252,Anton,Black,68,1,1,0,0,3,1,2878,0,80,49501
8223350,Harley,Medina,66,0,0,0,0,0,0,195,0,8,23078
8224784,Natalia,Morgan,48,1,0,0,0,0,0,569,0,27,12065
8323424,Keagan,Barr,52,1,0,0,0,0,0,122,0,24,11401
8342831,Ryann,Robles,64,0,0,0,0,0,0,69,0,1,5826
8344626,Kallie,Dorsey,70,0,0,0,0,2,1,2520,0,1,3561
8368519,Madison,Bartlett,93,1,0,0,0,1,0,258,0,47,5597
8390120,Reagan,Baxter,72,1,0,4,0,1,0,639,0,68,31320
8394637,Caiden,Carney,76,1,0,0,0,0,0,70,0,19,28928
8456472,Rayden,Dickerson,60,1,0,0,0,0,0,105,0,26,47675
8459749,Lyric,Zamora,74,0,0,0,0,1,0,72,0,9,329
8473042,Logan,Heath,82,1,0,0,0,1,0,525,0,26,47583
8502080,Rafael,Mcbride,53,1,0,0,0,3,1,8797,1,29,28602
8509130,Joanna,Mcfarland,37,1,1,1,0,0,0,438,0,16,24536
8574624,Khloe,Patterson,83,0,0,0,0,0,0,355,0,66,7416
8619640,Alexia,Harmon,59,1,0,2,0,1,1,296,0,29,16237
8622849,Kaiya,Mcknight,73,1,1,2,0,0,0,61,0,46,27332
8626111,Thomas,Spence,94,1,0,1,0,0,1,383,0,48,29828
8637023,Alyson,Rice,47,1,1,1,0,0,0,257,0,15,10395
8649450,Huxley,York,42,1,0,0,0,0,0,196,0,5,10500
8678458,Briar,Ray,67,0,0,0,0,0,0,239,0,43,7836
8698977,Ailani,Elliott,56,1,0,0,0,0,0,241,0,27,535
8709029,Rose,Green,81,0,1,0,0,2,6,28790,1,70,46386
8726027,Matthias,Stewart,67,0,0,0,0,0,0,96,0,4,16184
8729991,Charley,Dominguez,49,1,0,0,0,1,1,408,0,9,31699
8754937,Ian,Holder,57,1,0,0,0,0,0,130,0,20,4513
8789113,Layton,Santos,74,1,1,2,0,3,1,2433,0,70,30960
8798112,Ashlyn,Gentry,37,1,0,0,0,1,0,417,0,1,17332
8799156,Kimberly,Conrad,65,1,1,1,0,0,0,359,0,25,46882
8804663,Ahmed,Cummings,69,0,0,0,0,1,2,2622,0,39,10046
8824755,Everleigh,Blake,64,1,0,2,0,4,4,10320,1,43,47165
8875546,Ingrid,Huang,44,0,0,0,0,0,0,4613,0,14,3490
8890175,Alexzander,Bennett,42,1,0,1,0,1,1,2455,0,61,203
8894839,Ernest,Hunt,60,0,0,0,0,1,0,694,0,16,9241
8915536,Amari,Patterson,46,1,0,0,1,3,2,1884,0,31,31131
8927193,Ryleigh,Ramsey,83,1,0,2,0,2,0,1386,0,64,25483
8953384,Aubrie,Craig,33,1,0,0,0,1,0,500,0,5,21251
8961662,Lydia,Friedman,79,1,0,0,0,1,0,339,0,40,39627
8964322,Averi,Burke,34,1,0,0,0,1,0,2208,0,4,12236
8975251,Avi,Erickson,47,1,0,0,0,1,0,151,0,17,17396
9069023,Mara,Rubio,57,1,0,1,0,4,2,11694,1,69,307393
9129510,Adonis,Bass,65,1,0,0,0,2,4,2753,0,47,8137
9144869,Matias,Patel,49,1,0,0,0,1,0,485,0,38,6131
9175890,Harlow,Hood,68,1,0,1,0,1,0,1227,0,73,29309
9182168,Randy,Gill,63,1,0,0,0,1,0,421,0,9,36201
9220773,Leyla,Gilmore,84,1,0,1,0,1,0,50,0,20,30035
9232032,Garrett,Mora,65,1,0,0,0,0,0,386,0,23,39295
9252592,Jolene,Gould,42,1,0,1,0,1,0,686,0,37,4702
9255648,Muhammad,Farley,64,1,0,0,0,0,0,76,0,18,45179
9287741,Natalie,Allen,45,1,0,0,0,0,0,147,0,12,15633
9312055,Livia,Schmidt,70,1,0,0,0,2,0,2504,0,79,14714
9313131,Chad,Bauer,41,0,0,0,0,0,0,481,0,8,13727
9409612,Luna,Alvarado,79,1,1,0,0,1,1,1192,0,144,22964
9426716,Sawyer,Wolf,39,1,0,2,0,0,0,1273,0,8,21779
9467144,Aniyah,Kirk,57,1,0,1,0,1,0,196,0,16,42628
9486650,Eason,Franklin,63,0,0,0,0,1,0,346,0,23,7859
9502409,Laura,Reyes,99,1,0,1,0,4,7,10354,1,33,49460
9528438,Belen,Hunter,71,1,0,0,0,2,0,2509,0,38,30579
9538397,Francesca,Barry,77,1,1,0,0,1,0,408,0,64,8782
9565682,Emmett,Humphrey,54,0,0,0,0,0,0,1422,0,4,21103
9611289,Skylar,Montgomery,47,1,0,0,0,0,0,493,0,17,19609
9635069,Amiya,Parker,38,0,0,0,0,0,0,500,0,1,8811
9662700,Mayson,Leon,71,1,0,0,0,1,0,244,0,16,9435
9670179,Amayah,Keith,70,1,1,0,0,1,0,2652,0,19,34137
9684774,Nicholas,Mathis,86,0,0,0,0,0,0,63,0,28,8941
